Gene.name	geneSymbol	Chromosome.scaffold.name	Gene.start..bp.	Gene.end..bp.	Strand	Gene.type	Gene.description	logCPM	adjP_gonad	adjP_brain	FB_MB	FB_O	FB_T	MB_O	MB_T	O_T
PCSK9	ENSCJPG00005012291	8	22584786	22588351	1	protein_coding	proprotein convertase subtilisin/kexin type 9 [Source:NCBI gene;Acc:107317679]	1.919965237	0.141291485	1	1	0.136003738	0.108811319	0.210135761	0.183231567	1
PDCL2	ENSCJPG00005010676	4	58671279	58675912	1	protein_coding	phosducin like 2 [Source:NCBI gene;Acc:107313767]	10.74561437	6e-130	1	0.978538556	0.81852612	1.08e-94	0.15280424	3.54e-103	2.79e-94
PDCL3	ENSCJPG00005001272	1	120003712	120007491	1	protein_coding	phosducin like 3 [Source:NCBI gene;Acc:107307020]	10.08383728	0.023803809	1	1	3.2e-09	0.062994872	3.16e-09	0.064757928	5.41e-05
PDE1C	ENSCJPG00005006935	2	78895828	79198549	1	protein_coding	phosphodiesterase 1C [Source:NCBI gene;Acc:107309889]	8.721056715	0.003348091	1	1	3.38e-14	0.00206818	3.72e-16	0.00350235	2e-08
PDE3A	ENSCJPG00005003071	1	59525431	59757726	1	protein_coding	phosphodiesterase 3A [Source:NCBI gene;Acc:107316682]	8.197579275	5.62e-19	1	0.439439859	0.552234472	1.02e-16	0.00901425	5e-11	3.41e-19
PDE4D	ENSCJPG00005001531	Z	19644382	19924596	-1	protein_coding	phosphodiesterase 4D [Source:NCBI gene;Acc:107306006]	7.296493978	4.69e-06	1	0.456125514	1	0.000414073	0.045168944	0.038474973	0.000135913
PDE6D	ENSCJPG00005013717	9	13377457	13385000	-1	protein_coding	phosphodiesterase 6D [Source:NCBI gene;Acc:107318193]	9.972488718	0.001712472	1	1	0.070089295	0.01377808	0.121148724	0.028692835	0.594472065
PDGFC	ENSCJPG00005000539	4	18742004	18841601	1	protein_coding	platelet derived growth factor C [Source:NCBI gene;Acc:107313060]	8.193658557	4.15e-37	1	1	0.002182828	2.15e-21	0.005247922	1.47e-22	2.79e-33
PDIA3	ENSCJPG00005000556	10	18280705	18289339	-1	protein_coding	protein disulfide isomerase family A member 3 [Source:NCBI gene;Acc:107318981]	12.95004386	0.237415915	1	1	4.06e-05	0.048374713	0.000138915	0.094327491	0.038892405
PDILT	ENSCJPG00005018501	14	12465842	12481676	1	protein_coding	protein disulfide isomerase like, testis expressed [Source:NCBI gene;Acc:107321025]	5.860273504	0.013833258	1	1	0.000150081	0.000865956	2.32e-05	0.000231779	0.600123092
PDK2	ENSCJPG00005019323	27	2595153	2600151	-1	protein_coding	pyruvate dehydrogenase kinase 2 [Source:NCBI gene;Acc:107325226]	8.619331291	0.511309674	1	1	6.38e-07	7.78e-12	6.46e-07	8.25e-12	0.070109392
PDPK1	ENSCJPG00005010254	14	7226152	7246577	1	protein_coding	3-phosphoinositide dependent protein kinase 1 [Source:NCBI gene;Acc:107320588]	12.52133082	2.02e-69	1	1	0.085536076	1.6e-19	0.028764371	4.39e-21	1.49e-13
PDRG1	ENSCJPG00005005808	20	8959294	8960693	1	protein_coding	p53 and DNA damage regulated 1 [Source:NCBI gene;Acc:107323186]	0.93534226	1	1	1	0.877077514	0.073546853	0.996101786	0.037650905	0.041497991
PDYN	ENSCJPG00005005893	20	9245274	9246223	-1	protein_coding	prodynorphin [Source:NCBI gene;Acc:107323164]	5.027037897	4.39e-09	1	0.004646169	1.45e-15	0.438537193	5.31e-30	2.29e-06	3.72e-13
PEBP4	ENSCJPG00005015124	22	2434504	2492779	1	protein_coding	phosphatidylethanolamine binding protein 4 [Source:NCBI gene;Acc:107323674]	5.843608745	4.19e-19	1	0.422445869	7.2e-11	0.001651803	1.54e-06	3.08e-08	4.12e-22
PELI1	ENSCJPG00005011590	3	1824699	1861399	1	protein_coding	pellino E3 ubiquitin protein ligase 1 [Source:NCBI gene;Acc:107310695]	8.545345032	0.008671497	1	1	0.04090898	0.027440794	0.135687386	0.102375906	0.936988021
PELO	ENSCJPG00005011033	Z	17375760	17378050	1	protein_coding	pelota mRNA surveillance and ribosome rescue factor [Source:NCBI gene;Acc:107305977]	9.240713354	0.000258931	0.065275853	0.257704529	0.0398272	0.012129409	0.913505168	0.866553588	0.727074468
PENK	ENSCJPG00005010411	2	100707238	100710792	-1	protein_coding	proenkephalin [Source:NCBI gene;Acc:107310209]	9.858252272	0.168583746	1	0.152301588	0.270179266	0.389926131	0.189562948	0.09847595	0.809500537
PEX12	ENSCJPG00005009914	19	3352032	3355069	1	protein_coding	peroxisomal biogenesis factor 12 [Source:NCBI gene;Acc:107322524]	7.735762236	0.001219927	1	1	0.14945958	0.689363407	0.116395684	0.658823974	0.044732695
PGAP3	ENSCJPG00005002375	27	3917730	3923845	-1	protein_coding	post-GPI attachment to proteins phospholipase 3 [Source:NCBI gene;Acc:107325267]	8.151224796	0.79165168	1	1	0.021497509	0.31820058	0.024805184	0.358167018	0.206089828
PHC2	ENSCJPG00005007093	21	5648996	5654606	1	protein_coding	polyhomeotic homolog 2 [Source:NCBI gene;Acc:107323264]	10.65249357	0.02810665	1	1	0.791941664	1.02e-10	0.964421903	2.13e-12	7.64e-12
PHF2	ENSCJPG00005012893	12	4367061	4439834	-1	protein_coding	PHD finger protein 2 [Source:NCBI gene;Acc:107319693]	8.838712173	0.733187024	1	1	0.483820987	0.000468748	0.406257218	0.000652218	1.7e-05
PHF20	ENSCJPG00005020315	20	779006	826244	-1	protein_coding	PHD finger protein 20 [Source:NCBI gene;Acc:107322820]	11.60383944	2.44e-15	1	1	0.131258586	0.000195774	0.028353378	0.002185188	8.21e-08
PHKG1	ENSCJPG00005010354	19	3735924	3739747	-1	protein_coding	phosphorylase kinase catalytic subunit gamma 1 [Source:NCBI gene;Acc:107322445]	9.037820145	1.04e-08	1	1	0.731171537	4.98e-07	0.757257758	5.79e-07	4.12e-06
PIAS4	ENSCJPG00005009779	28	782370	792233	-1	protein_coding	protein inhibitor of activated STAT 4 [Source:NCBI gene;Acc:107325527]	10.44825547	0.11122801	1	1	4.15e-11	2.42e-13	3.88e-13	1.71e-15	0.497646591
PIM1	ENSCJPG00005004029	26	611640	613186	-1	protein_coding	Pim-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8986]	7.404261695	4.82e-10	1	1	1.21e-08	0.370083989	1.94e-09	0.442939079	2.09e-11
PIRT	ENSCJPG00005020549	18	1467583	1473075	1	protein_coding	phosphoinositide interacting regulator of transient receptor potential channels [Source:HGNC Symbol;Acc:HGNC:37239]	3.790575894	4.08e-05	0.7069651	1	0.042516249	0.002143975	0.026616072	0.000910585	0.273174013
PKD2	ENSCJPG00005010000	4	40614699	40631245	-1	protein_coding	polycystin 2, transient receptor potential cation channel [Source:NCBI gene;Acc:107313464]	9.562621323	4.1e-54	1	1	2.77e-16	1.56e-05	9.57e-18	9.14e-05	3.57e-32
PKHD1	ENSCJPG00005001217	3	98153263	98326150	1	protein_coding	PKHD1 ciliary IPT domain containing fibrocystin/polyductin [Source:NCBI gene;Acc:107312416]	7.311866061	1.41e-18	1	1	0.43695131	0.363035696	0.4479295	0.379817332	0.916875718
PKP2	ENSCJPG00005020239	1	53587357	53625370	-1	protein_coding	plakophilin 2 [Source:NCBI gene;Acc:107315736]	10.13828147	1.64e-07	1	1	3.07e-24	0.791982591	1.04e-25	0.987763276	4.78e-25
PLAC8	ENSCJPG00005010051	4	41329015	41334395	-1	protein_coding	placenta-specific gene 8 protein-like [Source:NCBI gene;Acc:107313420]	10.20545823	0.145160164	1	1	1.87e-07	6.48e-13	4.73e-09	3.52e-15	0.030131364
PLCG1	ENSCJPG00005020909	20	4196612	4222925	1	protein_coding	phospholipase C gamma 1 [Source:NCBI gene;Acc:107322901]	9.012818628	1.11e-10	1	1	0.978372809	0.235714254	0.561136302	0.470911322	0.181521968
PLCH2	ENSCJPG00005009504	21	1246396	1309814	-1	protein_coding	phospholipase C eta 2 [Source:NCBI gene;Acc:107323431]	8.179958635	1.65e-47	1	1	0.030201626	0.024895226	0.002613059	0.002003022	1
PLK1	ENSCJPG00005010237	14	6804236	6815625	1	protein_coding	polo like kinase 1 [Source:NCBI gene;Acc:107320693]	10.74878774	0.119861936	1	1	1	0.009272763	0.321814657	0.014517622	0.00112471
PLK3	ENSCJPG00005009751	8	18409715	18417710	1	protein_coding	polo like kinase 3 [Source:NCBI gene;Acc:107317517]	10.79471995	2.27e-71	1	1	6.61e-30	0.186044396	2.05e-30	0.21442845	1.29e-35
PLLP	ENSCJPG00005012007	11	1734463	1736365	1	protein_coding	plasmolipin [Source:NCBI gene;Acc:107319136]	2.936251841	0.318506521	1	0.200751912	6.79e-52	1.45e-49	7.92e-63	1.12e-60	0.660070358
PMP22	ENSCJPG00005020570	18	1957521	1970078	1	protein_coding	peripheral myelin protein 22 [Source:NCBI gene;Acc:107322101]	7.84008915	1.32e-10	1	0.329839644	1.68e-07	0.157057339	4.83e-14	0.538843949	7.34e-12
PNO1	ENSCJPG00005011496	3	372464	374342	-1	protein_coding	partner of NOB1 homolog [Source:NCBI gene;Acc:107310665]	9.198474982	0.055367218	1	1	0.023388226	8.16e-05	0.012153052	3.15e-05	0.129599614
POC1A	ENSCJPG00005004107	12	3727	27041	1	protein_coding	POC1 centriolar protein A [Source:NCBI gene;Acc:107319550]	9.712953483	0.00675002	1	1	0.000852943	0.002206158	0.000402101	0.001100322	0.791448207
POC1B	ENSCJPG00005004857	1	39427882	39468209	-1	protein_coding	POC1 centriolar protein B [Source:NCBI gene;Acc:107311329]	8.71434781	0.468987101	1	1	3.72e-21	5.58e-14	1.17e-21	1.78e-14	0.034099928
POMP	ENSCJPG00005020430	1	157217254	157222128	-1	protein_coding	proteasome maturation protein [Source:NCBI gene;Acc:107308291]	10.54449694	0.814383668	1	1	0.505774129	0.507380292	0.502637847	0.507195685	0.149629197
PPCS	ENSCJPG00005007087	21	5596022	5597782	-1	protein_coding	phosphopantothenoylcysteine synthetase [Source:NCBI gene;Acc:107323493]	8.224162788	0.004103716	1	1	2.87e-06	0.230864421	1.79e-06	0.201631279	0.000613736
PPDPF	ENSCJPG00005003220	20	8100302	8101740	-1	protein_coding	pancreatic progenitor cell differentiation and proliferation factor [Source:NCBI gene;Acc:107323025]	9.176945684	6.95e-41	1	1	1.1e-08	3.36e-13	4.58e-10	5.41e-12	3.98e-34
PPIA	ENSCJPG00005011631	22	108600	109411	-1	protein_coding	peptidylprolyl isomerase A [Source:HGNC Symbol;Acc:HGNC:9253]	12.6242223	1.84e-17	1	1	0.824811517	3.17e-09	0.864439377	4.37e-09	1.8e-08
PPIH	ENSCJPG00005007086	21	5566165	5570032	-1	protein_coding	peptidylprolyl isomerase H [Source:NCBI gene;Acc:107323494]	9.593348705	0.722663728	1	1	0.296614633	0.576532398	0.271089653	0.554764981	0.615772023
PPIL1	ENSCJPG00005009078	26	1561035	1563251	1	protein_coding	peptidylprolyl isomerase like 1 [Source:NCBI gene;Acc:107324738]	10.00594029	1.18e-28	1	1	0.003871022	1.46e-16	0.005315366	2.74e-16	4.59e-08
PPIL6	ENSCJPG00005009406	3	60874420	60883531	1	protein_coding	peptidylprolyl isomerase like 6 [Source:NCBI gene;Acc:107311901]	9.925289219	4.33e-97	1	1	3.18e-09	2.22e-48	5.74e-09	2.27e-50	7.01e-74
PPM1E	ENSCJPG00005017244	19	5866504	5920538	1	protein_coding	protein phosphatase, Mg2+/Mn2+ dependent 1E [Source:NCBI gene;Acc:107322516]	7.811221501	0.360510849	1	0.989055319	0.662302089	0.055115831	0.117731924	0.003385602	0.136939202
PRDM5	ENSCJPG00005003653	4	48534569	48624090	1	protein_coding	PR/SET domain 5 [Source:NCBI gene;Acc:107313571]	6.823576091	2.56e-16	1	1	1.37e-13	0.42408375	1.72e-16	0.249292254	1.01e-11
PRDM6	ENSCJPG00005006144	Z	66561049	66629461	1	protein_coding	putative histone-lysine N-methyltransferase PRDM6 [Source:NCBI gene;Acc:107306730]	2.863713315	0.001264001	1	1	0.052300407	1.66e-05	0.024182767	4.28e-06	0.010479959
PRDM8	ENSCJPG00005009988	4	40304803	40305966	1	protein_coding	PR/SET domain 8 [Source:NCBI gene;Acc:107313515]	2.593189773	0.251015832	1	0.167455955	5.38e-66	7.62e-67	4.86e-55	1.26e-55	0.81737584
PRELP	ENSCJPG00005018958	26	4845676	4849580	1	protein_coding	proline and arginine rich end leucine rich repeat protein [Source:NCBI gene;Acc:107324914]	10.0791122	2.15e-49	1	1	7.3e-17	1.73e-06	1.64e-15	9.13e-08	5.51e-35
PREX2	ENSCJPG00005011680	2	104706894	104863870	1	protein_coding	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2 [Source:NCBI gene;Acc:107310249]	7.988287683	2.23e-05	1	1	0.000278923	1.57e-17	0.00332491	2.45e-15	4.12e-07
PROX1	ENSCJPG00005007447	3	18725751	18766739	-1	protein_coding	prospero homeobox 1 [Source:NCBI gene;Acc:107311092]	6.108192811	0.45135837	1	1	0.043190576	0.074655236	0.336465434	0.48371085	0.809619515
PROX2	ENSCJPG00005019240	5	34546631	34553308	-1	protein_coding	prospero homeobox 2 [Source:NCBI gene;Acc:107315074]	4.431008643	0.095312492	1	1	0.000445973	0.006264304	6.23e-05	0.001981121	0.378376456
PRPH2	ENSCJPG00005008434	3	20369807	20377535	-1	protein_coding	peripherin 2 [Source:NCBI gene;Acc:107311099]	3.698674574	0.000138985	1	1	0.189578315	7.73e-09	0.184703272	1.26e-09	4.99e-06
PRPS2	ENSCJPG00005018207	1	111218287	111241832	-1	protein_coding	phosphoribosyl pyrophosphate synthetase 2 [Source:NCBI gene;Acc:107325904]	5.165454393	1.67e-14	1	1	0.005487553	1	0.0282056	0.356698636	0.005281365
PRR16	ENSCJPG00005003778	Z	62906895	63003087	-1	protein_coding	proline rich 16 [Source:NCBI gene;Acc:107306673]	5.282449844	6.13e-11	1	0.690871496	0.109130894	3.18e-24	0.965056004	1.78e-30	7.36e-31
PSCA	ENSCJPG00005010474	2	133559466	133563037	1	protein_coding	prostate stem cell antigen [Source:NCBI gene;Acc:107310638]	3.383627707	0.045483292	1	0.755611287	0.843652895	4.23e-05	0.241192778	0.00719127	8.98e-05
PSIP1	ENSCJPG00005007411	Z	28538065	28572614	1	protein_coding	PC4 and SFRS1 interacting protein 1 [Source:NCBI gene;Acc:107306147]	11.48055995	1.22e-37	1	1	0.304852054	4.74e-07	0.073721801	1.53e-05	6.63e-10
PSMD3	ENSCJPG00005002427	27	3990847	3995046	1	protein_coding	proteasome 26S subunit, non-ATPase 3 [Source:NCBI gene;Acc:107325260]	11.00039953	0.003700653	1	1	0.007741687	0.678651924	0.002945309	0.889589372	0.001347488
PSMD4	ENSCJPG00005015269	25	2266486	2271039	1	protein_coding	proteasome 26S subunit, non-ATPase 4 [Source:NCBI gene;Acc:107324565]	10.25377453	0.00081977	1	1	0.621110569	0.330292506	0.308466947	0.13059987	0.683482042
PSMD6	ENSCJPG00005018035	12	11074308	11079963	-1	protein_coding	proteasome 26S subunit, non-ATPase 6 [Source:NCBI gene;Acc:107319891]	9.986135264	0.045156096	1	1	0.782041631	0.033585267	0.459256212	0.10213977	0.011981436
PSMF1	ENSCJPG00005005836	20	9162285	9167306	1	protein_coding	proteasome inhibitor subunit 1 [Source:NCBI gene;Acc:107323161]	10.11298955	0.085277122	1	1	0.281591045	0.244772346	0.255189258	0.258438432	0.015061669
PSMG3	ENSCJPG00005014164	14	2717268	2719283	-1	protein_coding	proteasome assembly chaperone 3 [Source:NCBI gene;Acc:107320670]	8.520620644	0.046212503	1	1	0.00056487	7.48e-06	0.000108172	8.88e-07	0.336254248
PTEN	ENSCJPG00005012953	6	5836583	5866482	1	protein_coding	phosphatase and tensin homolog [Source:NCBI gene;Acc:107315619]	12.19188292	8.73e-45	1	1	0.010997693	0.060350586	0.027880342	0.024618273	4.65e-06
PTF1A	ENSCJPG00005004016	2	15767826	15769179	-1	protein_coding	pancreas associated transcription factor 1a [Source:NCBI gene;Acc:107308890]	4.416985631	3.45e-08	1	0.222289746	0.045634727	0.000252796	0.832127775	6.82e-10	7.27e-09
PTH1R	ENSCJPG00005010557	2	3199212	3326253	1	protein_coding	parathyroid hormone 1 receptor [Source:NCBI gene;Acc:107308815]	6.216147365	0.013078719	1	0.878333861	0.65659251	0.54553401	0.413185416	0.520455209	0.895281049
PTN	ENSCJPG00005020254	1	54648890	54704754	-1	protein_coding	pleiotrophin [Source:NCBI gene;Acc:107315827]	7.056640266	0.095312492	1	0.648729481	6.27e-39	5.27e-61	5.22e-33	3.25e-55	1.02e-07
PUF60	ENSCJPG00005011450	2	134592083	134602833	-1	protein_coding	poly(U) binding splicing factor 60 [Source:HGNC Symbol;Acc:HGNC:17042]	11.5512849	4.57e-50	1	1	0.466955144	3.06e-15	0.441504353	2.24e-15	1.13e-12
PURG	ENSCJPG00005008699	4	30594597	30595613	-1	protein_coding	purine rich element binding protein G [Source:NCBI gene;Acc:107313197]	8.198544213	2.96e-43	1	1	0.957146495	3.68e-25	0.757257758	7.71e-28	1.22e-25
PUS3	ENSCJPG00005005547	24	242542	245406	-1	protein_coding	pseudouridine synthase 3 [Source:NCBI gene;Acc:107324277]	10.44498629	6.49e-12	1	1	3.04e-05	0.857314441	6.36e-06	0.836857585	4.78e-05
QRFPR	ENSCJPG00005003635	4	48400550	48420817	1	protein_coding	pyroglutamylated RFamide peptide receptor [Source:NCBI gene;Acc:107313579]	7.345947067	1.52e-39	1	0.864502745	1.1e-12	1.24e-27	6.52e-09	4.85e-33	2.4e-57
RAB12	ENSCJPG00005008327	2	89097182	89118706	-1	protein_coding	RAB12, member RAS oncogene family [Source:NCBI gene;Acc:107310029]	8.705085808	4.66e-13	1	1	0.015816474	1.48e-18	0.021821452	4.05e-18	8.77e-11
RAB15	ENSCJPG00005013309	5	490755	492733	1	protein_coding	RAB15, member RAS oncogene family [Source:NCBI gene;Acc:107314153]	6.838340726	1.1e-05	1	1	2.32e-08	6.34e-27	3.35e-08	1.18e-26	1.09e-08
RAB17	ENSCJPG00005014087	7	8686698	8692017	1	protein_coding	RAB17, member RAS oncogene family [Source:NCBI gene;Acc:107316508]	5.204136901	1.11e-11	1	1	2.67e-11	1	1.46e-13	1	6.55e-12
RAB1A	ENSCJPG00005011546	3	1537055	1547573	1	protein_coding	RAB1A, member RAS oncogene family [Source:NCBI gene;Acc:107310677]	12.21217678	3.52e-25	1	1	0.000256373	0.000308823	0.000185954	0.000406317	4.38e-13
RAB20	ENSCJPG00005015930	1	125297654	125315420	-1	protein_coding	RAB20, member RAS oncogene family [Source:NCBI gene;Acc:107307946]	7.15727499	3.74e-05	1	0.958496978	2.09e-17	0.806732384	2.15e-22	0.145772457	1.35e-16
RAB25	ENSCJPG00005013919	25	82761	85039	1	protein_coding	RAB25, member RAS oncogene family [Source:NCBI gene;Acc:107324335]	1.924080045	0.40123337	1	1	0.015856728	8.77e-05	0.035366742	0.000266819	0.112686768
RAB2A	ENSCJPG00005010430	2	102068775	102107239	1	protein_coding	RAB2A, member RAS oncogene family [Source:NCBI gene;Acc:107310191]	10.66112381	6.83e-12	1	1	0.509375522	5.94e-12	0.561080057	1.05e-11	7.82e-10
RAB38	ENSCJPG00005004158	1	168377534	168399021	1	protein_coding	RAB38, member RAS oncogene family [Source:NCBI gene;Acc:107308464]	5.057138379	0.518195043	1	0.360568166	0.000911505	0.050137583	0.127619846	1	0.141951605
RAB4A	ENSCJPG00005003831	3	35909773	35944054	1	protein_coding	RAB4A, member RAS oncogene family [Source:NCBI gene;Acc:107311400]	8.532395192	0.395457779	1	1	0.002690955	0.000236313	0.002665196	0.000243326	0.573823841
RAB6A	ENSCJPG00005006414	1	175098753	175144257	-1	protein_coding	RAB6A, member RAS oncogene family [Source:NCBI gene;Acc:107308640]	10.40300873	1.16e-08	1	1	5.74e-10	9.38e-06	2.15e-10	4.93e-06	0.074306868
RAB7A	ENSCJPG00005013950	12	6794669	6797436	-1	protein_coding	RAB7A, member RAS oncogene family [Source:NCBI gene;Acc:107319846]	11.62843504	2.73e-44	1	1	0.034536017	1.43e-10	0.028193297	2.05e-10	2.63e-17
RAB9A	ENSCJPG00005018200	1	110820651	110830650	-1	protein_coding	RAB9A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9792]	10.00163524	0.501602293	1	1	0.325032127	0.774177943	0.180270349	0.550296481	0.471300095
RAC1	ENSCJPG00005015901	14	8455548	8460636	-1	protein_coding	Rac family small GTPase 1 [Source:NCBI gene;Acc:107320829]	10.46901377	7.35e-06	1	1	0.864718812	1.94e-08	0.913505168	2.81e-08	7.41e-08
RAD17	ENSCJPG00005001194	Z	57168210	57180250	1	protein_coding	RAD17 checkpoint clamp loader component [Source:NCBI gene;Acc:107306535]	9.743420384	0.000411471	1	0.740619332	0.000174055	5.14e-21	0.028393202	7.13e-16	3.21e-09
RAD18	ENSCJPG00005020544	12	16623385	16663641	-1	protein_coding	RAD18 E3 ubiquitin protein ligase [Source:NCBI gene;Acc:107319987]	9.236081283	3.09e-09	1	1	3.58e-17	0.000105223	1.03e-18	1.7e-05	1.8e-06
RAG1	ENSCJPG00005010801	5	17312086	17315196	1	protein_coding	recombination activating 1 [Source:NCBI gene;Acc:107314674]	5.283689904	8.38e-23	1	1	0.210108129	9.27e-08	0.609809252	3.8e-08	9.98e-07
RALA	ENSCJPG00005006219	2	76745631	76754451	-1	protein_coding	RAS like proto-oncogene A [Source:NCBI gene;Acc:107309860]	9.305752536	0.17942582	1	1	0.633144258	0.64124291	0.479242889	0.808953211	0.302017565
RAMP3	ENSCJPG00005014788	2	42797162	42835177	-1	protein_coding	receptor activity modifying protein 3 [Source:NCBI gene;Acc:107309430]	6.484870969	0.744098153	1	1	0.307647322	0.27016933	0.087682435	0.579040695	0.018695725
RAN	ENSCJPG00005019641	15	2656662	2659945	-1	protein_coding	RAN, member RAS oncogene family [Source:NCBI gene;Acc:107321272]	13.30113812	3.16e-42	1	1	0.087723432	1.81e-13	0.089989073	2.14e-13	1.88e-08
RAP2B	ENSCJPG00005018144	9	20742184	20742735	-1	protein_coding	RAP2B, member of RAS oncogene family [Source:NCBI gene;Acc:107318418]	6.837475055	1.99e-17	1	0.823162479	0.838593808	0.527973219	0.275153986	0.493956191	0.706591598
RARA	ENSCJPG00005002716	27	4083345	4090330	1	protein_coding	retinoic acid receptor alpha [Source:NCBI gene;Acc:107325261]	9.495332627	0.029397752	1	1	0.048934029	0.037496055	0.176172287	0.005052821	2.18e-05
RASEF	ENSCJPG00005009383	Z	35885115	35931462	-1	protein_coding	RAS and EF-hand domain containing [Source:NCBI gene;Acc:107306256]	8.077734861	0.034238499	1	0.098045026	0.872600951	0.989033071	0.002653876	0.005083439	0.877633852
RBFA	ENSCJPG00005017999	2	72398717	72405508	1	protein_coding	ribosome binding factor A [Source:NCBI gene;Acc:107309792]	8.761682918	1.26e-07	1	1	1.76e-09	0.94238921	1.96e-10	0.722033884	2.56e-09
RBM19	ENSCJPG00005015683	15	11191183	11233300	1	protein_coding	RNA binding motif protein 19 [Source:NCBI gene;Acc:107321456]	10.6745868	0.011367575	1	1	0.055282075	0.046414354	0.027252278	0.022767751	0.990970974
RBM24	ENSCJPG00005017182	2	67087480	67096466	-1	protein_coding	RNA binding motif protein 24 [Source:NCBI gene;Acc:107309700]	6.983195455	8.91e-16	1	0.677020538	9.48e-07	1.4e-11	0.001010069	1.17e-16	2.62e-28
RBM25	ENSCJPG00005014967	5	23669560	23684348	-1	protein_coding	RNA binding motif protein 25 [Source:HGNC Symbol;Acc:HGNC:23244]	10.46882231	9.09e-07	1	1	1	0.250229013	0.7334818	0.107823768	0.236107657
RBPMS	ENSCJPG00005008957	4	30663810	30667183	-1	protein_coding	RNA binding protein, mRNA processing factor [Source:NCBI gene;Acc:107313178]	8.537871708	9.33e-12	1	0.335583118	6.52e-52	0.78869897	8.05e-44	0.073484945	2.31e-51
RBX1	ENSCJPG00005009355	1	45476644	45485669	-1	protein_coding	ring-box 1 [Source:NCBI gene;Acc:107312930]	10.20121233	8.92e-24	1	1	0.700546033	7.16e-08	0.76796791	1.13e-07	8.78e-07
RC3H2	ENSCJPG00005010860	17	7246617	7270751	-1	protein_coding	ring finger and CCCH-type domains 2 [Source:NCBI gene;Acc:107321838]	10.20902754	4.57e-07	1	1	0.007576832	0.174782427	0.097124777	0.706664126	0.210463485
