Gene stable ID	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type
ENSGALG00000028539	TRAPPC3L	trafficking protein particle complex 3 like [Source:NCBI gene;Acc:421743]	3	63834724	63863461	1	protein_coding
ENSGALG00000009274	HOXD12	homeobox D12 [Source:NCBI gene;Acc:396178]	7	16319229	16321094	-1	protein_coding
ENSGALG00000025478	gga-mir-1765	gga-mir-1765 [Source:miRBase;Acc:MI0007507]	18	5836983	5837087	1	miRNA
ENSGALG00000010214	JADE1	jade family PHD finger 1 [Source:NCBI gene;Acc:422502]	4	34551821	34593192	1	protein_coding
ENSGALG00000002369	F13B	coagulation factor XIII B chain [Source:NCBI gene;Acc:424355]	8	3032092	3039022	1	protein_coding
ENSGALG00000027333	gga-mir-6713	gga-mir-6713 [Source:miRBase;Acc:MI0022535]	2	2574977	2575086	-1	miRNA
ENSGALG00000025935	XPNPEP2	X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound [Source:NCBI gene;Acc:422137]	4	1638475	1643187	-1	protein_coding
ENSGALG00000043053	DAO	D-amino acid oxidase [Source:NCBI gene;Acc:101751055]	15	6902659	6911582	1	protein_coding
ENSGALG00000042533	TSPOAP1	TSPO associated protein 1 [Source:NCBI gene;Acc:417469]	19	632011	693404	-1	protein_coding
ENSGALG00000039629	HOXD11	homeobox D11 [Source:NCBI gene;Acc:395328]	7	16312439	16313967	-1	protein_coding
ENSGALG00000030175	FBXL2	F-box and leucine rich repeat protein 2 [Source:NCBI gene;Acc:420722]	2	44518220	44569669	1	protein_coding
ENSGALG00000009270	HOXD10	homeobox D10 [Source:NCBI gene;Acc:771246]	7	16302455	16304988	-1	protein_coding
ENSGALG00000052280	HEATR5A	HEAT repeat containing 5A [Source:NCBI gene;Acc:423311]	5	34619347	34669267	-1	protein_coding
ENSGALG00000027513	HOXD9	homeobox D9 [Source:NCBI gene;Acc:771214]	7	16297348	16299201	-1	protein_coding
ENSGALG00000014115	SLAIN2	SLAIN motif family member 2 [Source:NCBI gene;Acc:422766]	4	66459339	66485331	-1	protein_coding
ENSGALG00000010209	PGRMC2	progesterone receptor membrane component 2 [Source:NCBI gene;Acc:422501]	4	34434678	34445343	-1	protein_coding
ENSGALG00000006147	NUCB2	nucleobindin 2 [Source:NCBI gene;Acc:423071]	5	12022253	12051047	1	protein_coding
ENSGALG00000033653		hyperpolarization activated cyclic nucleotide gated potassium channel 3 [Source:NCBI gene;Acc:100859704]	25	3540966	3548428	1	protein_coding
ENSGALG00000038022	COL22A1	collagen type XXII alpha 1 chain [Source:NCBI gene;Acc:420315]	2	144555101	144755284	-1	protein_coding
ENSGALG00000016669	DEFB4A	defensin beta 4A [Source:NCBI gene;Acc:395840]	3	107453344	107455847	1	protein_coding
ENSGALG00000016910	RBM26	RNA binding motif protein 26 [Source:NCBI gene;Acc:418804]	1	154485125	154533031	1	protein_coding
ENSGALG00000035836	LDHB	lactate dehydrogenase B [Source:NCBI gene;Acc:373997]	1	67031006	67040698	1	protein_coding
ENSGALG00000037950	ALPK3	alpha kinase 3 [Source:NCBI gene;Acc:768936]	10	1343617	1375029	-1	protein_coding
ENSGALG00000045747	REEP6	receptor accessory protein 6 [Source:NCBI gene;Acc:427265]	28	3320525	3324408	-1	protein_coding
ENSGALG00000017248	RAB30	RAB30, member RAS oncogene family [Source:NCBI gene;Acc:419020]	1	190343744	190384017	-1	protein_coding
ENSGALG00000003033	STXBP4	syntaxin binding protein 4 [Source:NCBI gene;Acc:417393]	18	5836752	5890639	1	protein_coding
ENSGALG00000011206	KITLG	KIT ligand [Source:NCBI gene;Acc:396028]	1	43015486	43066975	-1	protein_coding
ENSGALG00000037272	HOXD8	homeobox D8 [Source:NCBI gene;Acc:396301]	7	16290965	16292885	-1	protein_coding
ENSGALG00000032530	SASH3	SAM and SH3 domain containing 3 [Source:NCBI gene;Acc:422138]	4	1634846	1637992	-1	protein_coding
ENSGALG00000042289	SUSD5	sushi domain containing 5 [Source:NCBI gene;Acc:420721]	2	44446651	44489221	-1	protein_coding
ENSGALG00000014953	RWDD1	RWD domain containing 1 [Source:NCBI gene;Acc:421741]	3	63823638	63834723	-1	protein_coding
ENSGALG00000042657	WNT3A	Wnt family member 3A [Source:NCBI gene;Acc:395396]	2	2551903	2634749	-1	protein_coding
ENSGALG00000010207	LARP1B	La ribonucleoprotein domain family member 1B [Source:NCBI gene;Acc:422500]	4	34394077	34427189	1	protein_coding
ENSGALG00000001557	ACAD8	acyl-CoA dehydrogenase family member 8 [Source:NCBI gene;Acc:419739]	24	2590528	2597651	1	protein_coding
ENSGALG00000018331	gga-mir-10b	gga-mir-10b [Source:miRBase;Acc:MI0001216]	7	16278907	16279016	-1	miRNA
ENSGALG00000016668	AvBD6	avian beta-defensin 6 [Source:NCBI gene;Acc:407776]	3	107446916	107449084	1	protein_coding
ENSGALG00000026373	KCNJ8	Potassium inwardly rectifying channel subfamily J member 8 [Source:NCBI gene;Acc:395973]	1	66955605	66963463	1	protein_coding
ENSGALG00000023419	HOXD4	homeobox D4 [Source:NCBI gene;Acc:424139]	7	16275972	16277643	-1	protein_coding
ENSGALG00000027190	COX11	COX11, cytochrome c oxidase copper chaperone [Source:NCBI gene;Acc:770638]	18	5833851	5836668	-1	protein_coding
ENSGALG00000031551	ZDHHC9	zinc finger DHHC-type containing 9 [Source:NCBI gene;Acc:422139]	4	1622479	1633101	1	protein_coding
ENSGALG00000015144	ZFAND5	zinc finger AN1-type containing 5 [Source:NCBI gene;Acc:427254]	Z	35747523	35762090	-1	protein_coding
ENSGALG00000053183			1	66924384	66925745	-1	protein_coding
ENSGALG00000025481	gga-mir-1713	gga-mir-1713 [Source:miRBase;Acc:MI0007450]	7	16274151	16274249	-1	miRNA
ENSGALG00000043254	EPX	eosinophil peroxidase [Source:NCBI gene;Acc:417467]	19	615901	627255	-1	protein_coding
ENSGALG00000007595	LRCH3	leucine rich repeats and calponin homology domain containing 3 [Source:NCBI gene;Acc:424922]	9	15206056	15256069	1	protein_coding
ENSGALG00000023950	CR1L	complement C3b/C4b receptor 1 like [Source:NCBI gene;Acc:419853]	26	2656096	2664136	1	protein_coding
ENSGALG00000023420	HOXD3	homeobox D3 [Source:NCBI gene;Acc:431212]	7	16262309	16266918	-1	protein_coding
ENSGALG00000030863		solute carrier family 28 (sodium-coupled nucleoside transporter), member 2 [Source:NCBI gene;Acc:415338]	10	1337596	1344427	1	protein_coding
ENSGALG00000032398	ASPM	abnormal spindle microtubule assembly [Source:NCBI gene;Acc:424354]	8	2987284	3025151	1	protein_coding
ENSGALG00000014950		sulfotransferase family 3A, member 1-like [Source:NCBI gene;Acc:421740]	3	63813421	63820420	1	protein_coding
ENSGALG00000006121	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:NCBI gene;Acc:423070]	5	11958466	12018064	-1	protein_coding
ENSGALG00000050329			16	2031899	2037166	-1	protein_coding
ENSGALG00000026751			7	16257315	16257411	1	miRNA
ENSGALG00000042134	PIEZO2	piezo type mechanosensitive ion channel component 2 [Source:NCBI gene;Acc:421052]	2	97729887	98023150	1	protein_coding
ENSGALG00000051466	NDFIP2	Nedd4 family interacting protein 2 [Source:NCBI gene;Acc:418803]	1	154399885	154442939	-1	protein_coding
ENSGALG00000047285	BD7	avian beta-defensin 7 [Source:NCBI gene;Acc:407777]	3	107443030	107444685	1	protein_coding
ENSGALG00000005393	ARF1	ADP ribosylation factor 1 [Source:NCBI gene;Acc:420398]	2	2449662	2461758	-1	protein_coding
ENSGALG00000033106	TMTC3	transmembrane and tetratricopeptide repeat containing 3 [Source:NCBI gene;Acc:417888]	1	42888363	42945679	1	protein_coding
ENSGALG00000039831	FAM135B	family with sequence similarity 135 member B [Source:NCBI gene;Acc:428384]	2	144265089	144447528	-1	protein_coding
ENSGALG00000009946	HECTD1	HECT domain E3 ubiquitin protein ligase 1 [Source:NCBI gene;Acc:423310]	5	34548447	34599123	-1	protein_coding
ENSGALG00000044527		1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:NCBI gene;Acc:770506]	19	608113	616290	-1	protein_coding
ENSGALG00000002305	ZBTB41	zinc finger and BTB domain containing 41 [Source:NCBI gene;Acc:424353]	8	2975514	2990446	1	protein_coding
ENSGALG00000034240	gga-mir-1670	gga-mir-1670 [Source:miRBase;Acc:MI0007404]	10	1316032	1316091	-1	miRNA
ENSGALG00000029444	CLK2	CDC like kinase 2 [Source:NCBI gene;Acc:425060]	25	3531904	3540945	-1	protein_coding
ENSGALG00000009264	MTX2	metaxin 2 [Source:NCBI gene;Acc:424138]	7	16208242	16240983	-1	protein_coding
ENSGALG00000031182	FANCM	Fanconi anemia complementation group M [Source:NCBI gene;Acc:100857997]	5	58878849	58944812	-1	protein_coding
ENSGALG00000041763	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent [Source:NCBI gene;Acc:768578]	18	693631	697542	1	protein_coding
ENSGALG00000016906	SPRY2	sprouty RTK signaling antagonist 2 [Source:NCBI gene;Acc:395584]	1	154055398	154060716	1	protein_coding
ENSGALG00000014940	ZUP1	zinc finger with UFM1 specific peptidase domain [Source:NCBI gene;Acc:421739]	3	63799081	63805160	1	protein_coding
ENSGALG00000019844	AvBD8	avian beta-defensin 8 [Source:NCBI gene;Acc:414875]	3	107437997	107440666	-1	protein_coding
ENSGALG00000034163	CRTAP	cartilage associated protein [Source:NCBI gene;Acc:395992]	2	44415479	44436885	1	protein_coding
ENSGALG00000038637	SHF	Src homology 2 domain containing F [Source:NCBI gene;Acc:415339]	10	1314077	1328544	-1	protein_coding
ENSGALG00000033908	SLC10A4	solute carrier family 10 member 4 [Source:NCBI gene;Acc:770263]	4	66445833	66452314	-1	protein_coding
ENSGALG00000046721			2	144074164	144076209	1	protein_coding
ENSGALG00000047212			1	153127963	153128012	1	miRNA
ENSGALG00000050611			2	143713397	143715487	-1	protein_coding
ENSGALG00000024039		UTP14A small subunit processome component [Source:NCBI gene;Acc:422140]	4	1617083	1622728	-1	protein_coding
ENSGALG00000001529	THYN1	thymocyte nuclear protein 1 [Source:NCBI gene;Acc:374161]	24	2585506	2590683	-1	protein_coding
ENSGALG00000016905	SLITRK1	SLIT and NTRK like family member 1 [Source:NCBI gene;Acc:418798]	1	152610983	152613061	1	protein_coding
ENSGALG00000017790	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	2	44413238	44413356	-1	rRNA
ENSGALG00000009936	AP4S1	adaptor related protein complex 4 sigma 1 subunit [Source:NCBI gene;Acc:423309]	5	34531603	34543262	1	protein_coding
ENSGALG00000016473	OSR1	odd-skipped related transciption factor 1 [Source:NCBI gene;Acc:100316920]	3	101012220	101014419	-1	protein_coding
ENSGALG00000030313	RAD51	RAD51 recombinase [Source:NCBI gene;Acc:396086]	5	1172527	1180757	1	protein_coding
ENSGALG00000014937	KPNA5	karyopherin subunit alpha 5 [Source:NCBI gene;Acc:421738]	3	63782064	63799496	-1	protein_coding
ENSGALG00000047835			8	2928878	2940214	-1	protein_coding
ENSGALG00000006096	RPS13	ribosomal protein S13 [Source:NCBI gene;Acc:414782]	5	11951870	11956268	-1	protein_coding
ENSGALG00000039554		lactoperoxidase [Source:NCBI gene;Acc:417466]	19	592731	604393	1	protein_coding
ENSGALG00000051313			1	152084985	152086331	1	protein_coding
ENSGALG00000046911			1	152063007	152064389	-1	protein_coding
ENSGALG00000001521	VPS26B	vacuolar protein sorting 26 homolog B (S. pombe) [Source:NCBI gene;Acc:419738]	24	2575317	2583331	1	protein_coding
ENSGALG00000050380	TMPPE	transmembrane protein with metallophosphoesterase domain [Source:HGNC Symbol;Acc:HGNC:33865]	2	44408018	44413032	-1	protein_coding
ENSGALG00000035749		mitotic spindle organizing protein 2B [Source:NCBI gene;Acc:768838]	10	1298372	1306712	-1	protein_coding
ENSGALG00000029295	AZIN1	antizyme inhibitor 1 [Source:NCBI gene;Acc:420254]	2	129117614	129143181	-1	protein_coding
ENSGALG00000007302	ATXN7	ataxin 7 [Source:NCBI gene;Acc:416078]	12	13943984	14003991	1	protein_coding
ENSGALG00000007712	MYO1B	myosin IB [Source:NCBI gene;Acc:424045]	7	8016186	8098275	1	protein_coding
ENSGALG00000007447	TUBB1	tubulin beta 1 class VI [Source:NCBI gene;Acc:396427]	20	10887341	10892358	-1	protein_coding
ENSGALG00000043603	CCL5	chemokine (C-C motif) ligand 5 [Source:NCBI gene;Acc:417465]	19	582380	583600	-1	protein_coding
ENSGALG00000019941	FAM162B	family with sequence similarity 162 member B [Source:NCBI gene;Acc:100857953]	3	63775429	63778379	1	protein_coding
ENSGALG00000003011	TOM1L1	target of myb1 like 1 membrane trafficking protein [Source:NCBI gene;Acc:417391]	18	5812118	5833003	1	protein_coding
ENSGALG00000031149		CD55 molecule (Cromer blood group) [Source:NCBI gene;Acc:419852]	26	2653131	2657536	1	protein_coding
ENSGALG00000002287	CRB1	crumbs cell polarity complex component 1 [Source:HGNC Symbol;Acc:HGNC:2343]	8	2876608	2906095	-1	protein_coding
ENSGALG00000003976	BCORL1	BCL6 corepressor-like 1 [Source:NCBI gene;Acc:428687]	4	1591207	1611198	-1	protein_coding
ENSGALG00000050009			3	100974921	100976156	-1	protein_coding
ENSGALG00000031056	NEMP1	nuclear envelope integral membrane protein 1 [Source:NCBI gene;Acc:769312]	33	6841845	6846397	1	protein_coding
ENSGALG00000014155	OGDH	oxoglutarate dehydrogenase [Source:NCBI gene;Acc:426429]	22	5177339	5208257	1	protein_coding
ENSGALG00000016904	SLITRK6	SLIT and NTRK like family member 6 [Source:NCBI gene;Acc:418797]	1	151668738	151671260	1	protein_coding
ENSGALG00000039166		olfactory receptor family 10 subfamily A member 4 [Source:NCBI gene;Acc:768801]	10	1289309	1290313	1	protein_coding
ENSGALG00000014925	GPRC6A	G protein-coupled receptor class C group 6 member A [Source:NCBI gene;Acc:428620]	3	63761182	63771757	1	protein_coding
ENSGALG00000019845	AvBD9	avian beta-defensin 9 [Source:NCBI gene;Acc:414343]	3	107433951	107437008	1	protein_coding
ENSGALG00000041229		olfactory receptor 1020-like [Source:NCBI gene;Acc:101750836]	10	1283318	1284292	1	protein_coding
ENSGALG00000048294			1	151580162	151581244	-1	protein_coding
ENSGALG00000050762		kinesin family member 2B [Source:NCBI gene;Acc:417390]	18	5630628	5632547	1	protein_coding
ENSGALG00000037519	C1orf35	chromosome 2 C1orf35 homolog [Source:NCBI gene;Acc:769525]	2	2443556	2446966	1	protein_coding
ENSGALG00000010879	FGGY	FGGY carbohydrate kinase domain containing [Source:NCBI gene;Acc:772383]	8	26692555	26971644	1	protein_coding
ENSGALG00000051523	gga-mir-12232	gga-mir-12232 [Source:miRBase;Acc:MI0040687]	18	5222121	5222181	-1	miRNA
ENSGALG00000007581	FYTTD1	forty-two-three domain containing 1 [Source:NCBI gene;Acc:424921]	9	15191538	15204958	1	protein_coding
ENSGALG00000015141	GDA	guanine deaminase [Source:NCBI gene;Acc:427253]	Z	35688721	35713819	1	protein_coding
ENSGALG00000011177			1	42869836	42885028	-1	protein_coding
ENSGALG00000048604			1	151236023	151237471	-1	protein_coding
ENSGALG00000049402			26	2642206	2646189	1	protein_coding
ENSGALG00000001491	NCAPD3	non-SMC condensin II complex subunit D3 [Source:NCBI gene;Acc:419737]	24	2549260	2574831	-1	protein_coding
ENSGALG00000010201	ABHD18	abhydrolase domain containing 18 [Source:NCBI gene;Acc:422499]	4	34368754	34391463	1	protein_coding
ENSGALG00000054281			1	151202922	151204367	1	protein_coding
ENSGALG00000029679	PLEKHA7	pleckstrin homology domain containing A7 [Source:NCBI gene;Acc:423069]	5	11778632	11840720	-1	protein_coding
ENSGALG00000048513			10	1270045	1272876	1	protein_coding
ENSGALG00000034478	CCL4	C-C motif chemokine ligand 4 [Source:NCBI gene;Acc:395468]	19	576608	578177	1	protein_coding
ENSGALG00000009250	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3 homolog 1-like [Source:NCBI gene;Acc:100859627]	7	15825248	15840498	-1	protein_coding
ENSGALG00000055122			1	151154445	151155893	1	protein_coding
ENSGALG00000013244	ABCC9	ATP binding cassette subfamily C member 9 [Source:NCBI gene;Acc:418200]	1	66874049	66946411	1	protein_coding
ENSGALG00000045828		olfactory receptor 10A7-like [Source:NCBI gene;Acc:107052138]	10	1250961	1251926	1	protein_coding
ENSGALG00000036365	POGZ	pogo transposable element with ZNF domain [Source:NCBI gene;Acc:429985]	25	365295	381988	1	protein_coding
ENSGALG00000027219		preprogastrin [Source:NCBI gene;Acc:396365]	27	7465724	7466372	1	protein_coding
ENSGALG00000050251			1	151070431	151071729	1	protein_coding
ENSGALG00000051263			1	42863331	42867926	-1	protein_coding
ENSGALG00000038820		mitochondrial ribosomal protein L55 [Source:NCBI gene;Acc:100858219]	2	2440971	2443401	1	protein_coding
ENSGALG00000047794		C-type lectin domain family 2 member B-like 1 [Source:NCBI gene;Acc:100858840]	16	2026335	2028525	1	protein_coding
ENSGALG00000001332	RBL1	RB transcriptional corepressor like 1 [Source:NCBI gene;Acc:419126]	20	660867	683752	-1	protein_coding
ENSGALG00000040464	STRN3	striatin 3 [Source:NCBI gene;Acc:423308]	5	34478143	34531295	-1	protein_coding
ENSGALG00000046008	RSPH3	radial spoke 3 homolog [Source:NCBI gene;Acc:421663]	3	52320528	52334371	1	protein_coding
ENSGALG00000013512	BTF3	basic transcription factor 3 [Source:NCBI gene;Acc:426154]	Z	24736603	24743170	-1	protein_coding
ENSGALG00000026001	C9orf85	chromosome 9 open reading frame 85 [Source:NCBI gene;Acc:770483]	Z	35630701	35647859	1	protein_coding
ENSGALG00000036894	ABCA2	ATP binding cassette subfamily A member 2 [Source:NCBI gene;Acc:426955]	17	781741	814817	-1	protein_coding
ENSGALG00000038146		tripartite motif containing 58 [Source:NCBI gene;Acc:770718]	19	558650	564550	1	protein_coding
ENSGALG00000010199	MFSD8	major facilitator superfamily domain containing 8 [Source:NCBI gene;Acc:422498]	4	34359295	34368819	-1	protein_coding
ENSGALG00000041797		secretory carrier membrane protein 3 [Source:NCBI gene;Acc:101749097]	25	3523539	3530669	-1	protein_coding
ENSGALG00000044048			10	1244341	1248536	-1	protein_coding
ENSGALG00000026361			1	150813519	150816383	-1	pseudogene
ENSGALG00000023953		complement component 4 binding protein, alpha chain [Source:NCBI gene;Acc:419851]	26	2635048	2641917	1	protein_coding
ENSGALG00000014918	RFX6	regulatory factor X6 [Source:NCBI gene;Acc:421737]	3	63709871	63742912	-1	protein_coding
ENSGALG00000022815	AvBD1	avian beta-defensin 1 [Source:NCBI gene;Acc:395841]	3	107430692	107459717	-1	protein_coding
ENSGALG00000045605			1	150590923	150592170	-1	protein_coding
ENSGALG00000032971		olfactory receptor 6B1-like [Source:NCBI gene;Acc:101748538]	10	1235531	1236502	1	protein_coding
ENSGALG00000029940	IL1B	interleukin 1, beta [Source:NCBI gene;Acc:395196]	22	5171645	5173295	-1	protein_coding
ENSGALG00000002246	DENND1B	DENN domain containing 1B [Source:NCBI gene;Acc:424351]	8	2721709	2868051	1	protein_coding
ENSGALG00000053868	CCLL4	chemokine-like ligand 4 [Source:NCBI gene;Acc:417464]	19	557517	559000	1	protein_coding
ENSGALG00000048478			1	150457668	150458879	-1	protein_coding
ENSGALG00000001472	JAM3	junctional adhesion molecule 3 [Source:NCBI gene;Acc:419736]	24	2520519	2547726	1	protein_coding
ENSGALG00000053160			10	1216767	1222585	1	protein_coding
ENSGALG00000052615			1	150316075	150316129	1	miRNA
ENSGALG00000004928		slingshot homolog 1 (Drosophila) [Source:NCBI gene;Acc:101750781]	15	6873123	6888003	-1	pseudogene
ENSGALG00000042358			10	1213803	1256295	-1	protein_coding
ENSGALG00000051812			25	3519445	3525646	-1	protein_coding
ENSGALG00000052317			1	150080754	150082364	-1	protein_coding
ENSGALG00000006077	C5H11orf58	chromosome 5 C11orf58 homolog [Source:NCBI gene;Acc:395520]	5	11765074	11770877	1	protein_coding
ENSGALG00000016667	AvBD10	avian beta-defensin 10 [Source:NCBI gene;Acc:414341]	3	107427145	107429861	1	protein_coding
ENSGALG00000001117	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 [Source:NCBI gene;Acc:419850]	26	2618673	2632975	1	protein_coding
ENSGALG00000013785	GNAL	G protein subunit alpha L [Source:NCBI gene;Acc:474379]	2	97338196	97453065	-1	protein_coding
ENSGALG00000004003	AIFM1	apoptosis inducing factor, mitochondria associated 1 [Source:NCBI gene;Acc:428688]	4	1576520	1588476	1	protein_coding
ENSGALG00000035565	ZAR1	zygote arrest 1 [Source:NCBI gene;Acc:100857604]	4	66443983	66445269	-1	protein_coding
ENSGALG00000031519	KHDRBS3	KH RNA binding domain containing, signal transduction associated 3 [Source:NCBI gene;Acc:420317]	2	143110108	143190853	1	protein_coding
ENSGALG00000010195		polo like kinase 4 [Source:NCBI gene;Acc:422497]	4	34346569	34356307	1	protein_coding
ENSGALG00000052769			8	2687613	2689627	-1	protein_coding
ENSGALG00000018253	gga-mir-17	gga-mir-17 [Source:miRBase;Acc:MI0001184]	1	149440556	149440646	-1	miRNA
ENSGALG00000036161	OR6B1	olfactory receptor family 6 subfamily B member 1 [Source:NCBI gene;Acc:415340]	10	1207419	1208391	1	pseudogene
