geneSymbol	Chromosome	GeneStart	GeneEnd	GeneType	GeneName	GeneDescription	logFC_brain	logCPM_brain	Pvalue_brain	adjP_brain	logFC_gonad	logCPM_gonad	Pvalue_gonad	adjP_gonad
ENSCJPG00005018068	9	19525094	19527754	protein_coding			-4.518264157	-2.036775189	0.002588892	0.306279339	5.359009277	1.316544082	7.49E-11	2.67E-10
ENSCJPG00005018070	9	19548739	19617519	protein_coding	PPM1L	"protein phosphatase, Mg2+/Mn2+ dependent 1L [Source:NCBI gene;Acc:107318360]"	-0.376804281	5.86154019	0.065503823	0.999994659	-1.246682666	3.010544223	6.43E-05	0.000134503
ENSCJPG00005018074	9	19606165	19613073	protein_coding			1.773152007	-2.612861781	0.283766964	0.999994659	0.758032827	-2.29567077	0.503475827	0.552461214
ENSCJPG00005018076	9	19621291	19628560	protein_coding	B3GALNT1	"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group) [Source:HGNC Symbol;Acc:HGNC:918]"	-0.23316461	3.777501827	0.38822896	0.999994659	-0.258108499	1.819422774	0.522401652	0.570572658
ENSCJPG00005018077	9	19630330	19635681	protein_coding			-0.081830784	-0.213418554	0.899445007	0.999994659	3.575113499	-1.365514324	9.51E-05	0.00019523
ENSCJPG00005018078	9	19642414	19663114	protein_coding	KPNA4	karyopherin subunit alpha 4 [Source:NCBI gene;Acc:107318358]	-0.012125282	6.780833596	0.949390812	0.999994659	2.757940234	9.130040743	5.38E-80	1.90E-78
ENSCJPG00005018079	9	19658143	19658458	scaRNA	SCARNA7	small Cajal body-specific RNA 7 [Source:HGNC Symbol;Acc:HGNC:32563]	0.467420602	3.717729968	0.416526572	0.999994659	-0.177244359	2.021164352	0.701086001	0.74146874
ENSCJPG00005018080	9	19671036	19672262	protein_coding		tripartite motif containing 59 [Source:NCBI gene;Acc:107318359]	0.705588636	3.919131651	0.033096262	0.999994659	0.42496813	3.959735326	0.086807695	0.113902882
ENSCJPG00005018081	9	19675638	19703429	protein_coding	SMC4	structural maintenance of chromosomes 4 [Source:NCBI gene;Acc:107318356]	0.813568684	2.733975259	0.014547968	0.833488774	1.338739043	7.755006888	3.11E-12	1.22E-11
ENSCJPG00005018082	9	19698991	19699082	miRNA	MIR16-2	microRNA 16-2 [Source:HGNC Symbol;Acc:HGNC:31546]	0.398771086	-1.986189181	0.715602542	0.999994659	2.895385528	-0.106776274	2.48E-06	5.99E-06
ENSCJPG00005018083	9	19699166	19699256	miRNA	MIR15B	microRNA 15b [Source:HGNC Symbol;Acc:HGNC:31544]	-2.713587985	-2.511527531	0.093226221	0.999994659	1.726291583	-0.709164889	0.003038499	0.005098821
ENSCJPG00005018084	9	19706783	19746332	protein_coding	IFT80	intraflagellar transport 80 [Source:NCBI gene;Acc:107318357]	-0.079767879	5.971908401	0.745716891	0.999994659	2.525667696	7.124173496	8.85E-34	9.79E-33
ENSCJPG00005018087	9	19756684	19768092	protein_coding		caspase recruitment domain-containing protein 8-like [Source:NCBI gene;Acc:107318421]	0.199497735	5.052334618	0.350428736	0.999994659	-0.04557905	4.898356187	0.84924426	0.87196879
ENSCJPG00005018088	9	19769335	19771095	protein_coding		interleukin 12A [Source:NCBI gene;Acc:107318422]	1.049507887	-0.67850721	0.413681781	0.999994659	0.818762961	0.108132437	0.327989057	0.378304688
ENSCJPG00005018091	9	19777484	19790717	protein_coding		schwannomin-interacting protein 1 [Source:NCBI gene;Acc:107318414]	0.210916618	7.878858669	0.255371985	0.999994659	-1.701504929	4.787478165	9.31E-14	4.07E-13
ENSCJPG00005018095	9	19801688	19802695	lncRNA			0.767322501	2.969075879	0.038127607	0.999994659	0.552110207	2.083029714	0.111985588	0.144126059
ENSCJPG00005018096	9	19849215	19854220	protein_coding	IQCJ	IQ motif containing J [Source:HGNC Symbol;Acc:HGNC:32406]	0.422600316	0.486349328	0.528769883	0.999994659	-2.068881942	1.094919292	0.002941531	0.004948629
ENSCJPG00005018098	9	19900535	19903630	lncRNA			1.094861074	-2.321167615	0.442141921	0.999994659	4.346556796	-0.350033382	2.42E-08	7.11E-08
ENSCJPG00005018100	9	19908403	19917854	protein_coding	MFSD1	major facilitator superfamily domain containing 1 [Source:NCBI gene;Acc:107318366]	-0.111461269	6.139095812	0.567658361	0.999994659	1.319701171	7.425934081	5.04E-14	2.25E-13
ENSCJPG00005018102	9	19936292	19942036	protein_coding	RARRES1	ovocalyxin-32-like [Source:NCBI gene;Acc:107318369]	-0.271958742	3.627351254	0.436613811	0.999994659	-2.125767037	5.017932748	4.95E-19	2.93E-18
ENSCJPG00005018104	9	19943744	19960683	protein_coding	GFM1	G elongation factor mitochondrial 1 [Source:NCBI gene;Acc:107318365]	-0.096287291	6.951613421	0.612376438	0.999994659	1.404764254	8.046415609	1.74E-11	6.50E-11
ENSCJPG00005018105	9	19948139	19950935	protein_coding	LXN	latexin-like [Source:NCBI gene;Acc:107318370]	0.173025789	2.254213699	0.767684159	0.999994659	-2.293506691	2.924923407	1.41E-05	3.16E-05
ENSCJPG00005018106	9	19960704	19972182	protein_coding	MLF1	myeloid leukemia factor 1 [Source:NCBI gene;Acc:107318368]	-0.164500899	6.75526398	0.457099734	0.999994659	1.629649953	8.163289191	1.59E-19	9.62E-19
ENSCJPG00005018107	9	19980144	20076608	protein_coding	RSRC1	arginine and serine rich coiled-coil 1 [Source:NCBI gene;Acc:107318367]	0.181359165	5.288159894	0.385748583	0.999994659	0.642463623	5.535303043	0.033816268	0.047958977
ENSCJPG00005018108	9	20077786	20082362	protein_coding	SHOX2	short stature homeobox 2 [Source:NCBI gene;Acc:107318354]	-0.06695702	1.956476907	0.938038438	0.999994659	-3.194070014	0.321648815	0.001097999	0.001964077
ENSCJPG00005018110	9	20094851	20146315	lncRNA			0.160007731	-1.366180655	0.857769755	0.999994659	0.992815017	-0.747123405	0.140407688	0.177275542
ENSCJPG00005018111	9	20150136	20161105	protein_coding		solute carrier family 66 member 1 like [Source:NCBI gene;Acc:107318433]	0.624646772	4.104826174	0.041821025	0.999994659	0.98019881	3.410851426	0.004160052	0.006861676
ENSCJPG00005018112	9	20175002	20182522	protein_coding		ventricular zone expressed PH domain containing 1 [Source:NCBI gene;Acc:107318425]	0.798965482	-1.294966487	0.484691397	0.999994659	-0.216913853	-1.125340596	0.788999253	0.819876846
ENSCJPG00005018113	9	20181522	20186696	protein_coding	PTX3	pentraxin 3 [Source:NCBI gene;Acc:107318427]	-0.169067028	2.596679583	0.765966068	0.999994659	0.045777394	0.330347251	0.933785958	0.944986455
ENSCJPG00005018114	9	20189207	20218484	protein_coding		ventricular zone expressed PH domain containing 1 [Source:NCBI gene;Acc:107318425]	-0.308830202	-0.012316622	0.611842539	0.999994659	2.081129206	0.208051499	6.05E-05	0.000127087
ENSCJPG00005018116	9	20228504	20239855	protein_coding	CCNL1	cyclin L1 [Source:NCBI gene;Acc:107318375]	-0.265242931	6.004956533	0.349691759	0.999994659	-0.113210761	5.843939461	0.481407353	0.531291977
ENSCJPG00005018118	9	20247777	20284540	protein_coding		"leucine, glutamate and lysine rich 1 [Source:NCBI gene;Acc:107318374]"	0.00994137	4.345641249	0.976383197	0.999994659	1.672075718	5.394199756	1.92E-12	7.64E-12
ENSCJPG00005018120	9	20299143	20319203	protein_coding	TIPARP	TCDD inducible poly(ADP-ribose) polymerase [Source:NCBI gene;Acc:107318372]	-0.225721101	5.288653402	0.435068127	0.999994659	0.185896359	5.75866878	0.45658038	0.507387781
ENSCJPG00005018121	9	20329593	20333972	protein_coding	SSR3	signal sequence receptor subunit 3 [Source:NCBI gene;Acc:107318377]	0.126344167	6.177107205	0.581807839	0.999994659	-2.133445725	6.279142824	2.42E-22	1.67E-21
ENSCJPG00005018122	9	20337368	20369915	protein_coding	KCNAB1	potassium voltage-gated channel subfamily A member regulatory beta subunit 1 [Source:NCBI gene;Acc:107318376]	0.150232988	7.183258432	0.698268552	0.999994659	-1.984875797	1.305256534	0.016248078	0.024309523
ENSCJPG00005018125	9	20377703	20399531	protein_coding	GMPS	guanine monophosphate synthase [Source:NCBI gene;Acc:107318407]	0.006588048	6.593390783	0.972021062	0.999994659	0.573688729	8.425936365	0.002470454	0.004213272
ENSCJPG00005018128	9	20399257	20408000	protein_coding		solute carrier family 33 member 1 [Source:NCBI gene;Acc:107318408]	-0.079895161	5.066418987	0.735780146	0.999994659	0.378164654	5.339168435	0.064801416	0.087821108
ENSCJPG00005018129	9	20409691	20413160	protein_coding	C3orf33	"chromosome 9 open reading frame, human C3orf33 [Source:NCBI gene;Acc:107318410]"	0.35155519	4.119643783	0.314683411	0.999994659	-0.656282115	2.71595074	0.049053539	0.067754364
ENSCJPG00005018132	9	20423400	20473417	protein_coding	PLCH1	phospholipase C eta 1 [Source:NCBI gene;Acc:107318430]	0.688156864	4.299988832	0.17211755	0.999994659	-2.096297348	3.219705224	1.34E-06	3.31E-06
ENSCJPG00005018136	9	20501632	20529262	protein_coding	MME	membrane metalloendopeptidase [Source:NCBI gene;Acc:107318419]	-1.403985885	2.726418294	0.125738694	0.999994659	-0.25751836	5.286810262	0.255921462	0.302870856
ENSCJPG00005018137	9	20531628	20532806	lncRNA			0.004081569	-2.215392765	0.991746098	0.999994659	1.448300162	0.093985635	0.097043328	0.126213446
ENSCJPG00005018139	9	20599890	20618260	protein_coding	GPR149	G protein-coupled receptor 149 [Source:NCBI gene;Acc:107318435]	0.570028599	1.488641494	0.354860002	0.999994659	-2.506672542	1.742820138	0.006314927	0.010125795
ENSCJPG00005018141	9	20622536	20638217	protein_coding	DHX36	DEAH-box helicase 36 [Source:NCBI gene;Acc:107318411]	0.017221276	7.049730491	0.929378685	0.999994659	0.540710153	7.577715621	0.009355291	0.014605011
ENSCJPG00005018143	9	20641259	20672954	protein_coding	ARHGEF26	Rho guanine nucleotide exchange factor 26 [Source:NCBI gene;Acc:107318412]	0.165715245	5.189663883	0.497434991	0.999994659	-2.199704503	3.610790696	0.000377813	0.000718476
ENSCJPG00005018144	9	20742184	20742735	protein_coding	RAP2B	"RAP2B, member of RAS oncogene family [Source:NCBI gene;Acc:107318418]"	-0.039461548	3.819302698	0.913690988	0.999994659	-3.555250072	3.001242898	2.62E-20	1.65E-19
ENSCJPG00005018145	9	20766858	20767946	protein_coding	P2RY1	purinergic receptor P2Y1 [Source:NCBI gene;Acc:107318429]	0.127216236	7.158748038	0.80652095	0.999994659	-2.072798856	1.115989229	0.000347195	0.000663994
ENSCJPG00005018147	9	20779524	20804893	protein_coding	MBNL1	muscleblind like splicing regulator 1 [Source:NCBI gene;Acc:107318406]	-0.163481854	7.255534353	0.395908069	0.999994659	-1.579673409	5.896338873	7.98E-10	2.64E-09
ENSCJPG00005018148	9	20779611	20782316	protein_coding			-0.810896682	-0.208454042	0.189574365	0.999994659	-0.240683385	-0.115304062	0.717802234	0.756899246
ENSCJPG00005018149	9	20814369	20815685	lncRNA			0.373307643	-0.427827465	0.515953812	0.999994659	0.254688921	-0.824103739	0.680332858	0.722022682
ENSCJPG00005018150	9	20830342	20832636	protein_coding	SUCNR1	succinate receptor 1 [Source:NCBI gene;Acc:107318424]	-0.5671899	0.263861482	0.488499045	0.999994659	-2.307237311	0.09148997	0.000934681	0.001687323
ENSCJPG00005018151	9	20836995	20841509	protein_coding	AADAC	arylacetamide deacetylase [Source:NCBI gene;Acc:107318423]	-0.465692774	3.795074914	0.465142532	0.999994659	-3.198102232	3.857692487	3.26E-15	1.56E-14
ENSCJPG00005018154	9	20867958	20882755	protein_coding	IGSF10	immunoglobulin superfamily member 10 [Source:NCBI gene;Acc:107318390]	-0.659521572	5.175693993	0.233640176	0.999994659	-0.966858917	4.43144101	0.019031262	0.028181866
ENSCJPG00005018213	9	20885143	20973280	protein_coding	MED12L	mediator complex subunit 12L [Source:NCBI gene;Acc:107318391]	0.047190113	5.414446452	0.841816813	0.999994659	-0.849665032	6.109854617	0.00257124	0.004372358
ENSCJPG00005018732	9	20913268	20914293	protein_coding	P2RY12	purinergic receptor P2Y12 [Source:HGNC Symbol;Acc:HGNC:18124]	0.818134806	1.798274385	0.094160308	0.999994659	-2.693998475	0.270051286	4.49E-05	9.55E-05
ENSCJPG00005018733	9	20916354	20917379	protein_coding	P2RY13	purinergic receptor P2Y13 [Source:NCBI gene;Acc:107318395]	0.19292504	2.415616876	0.568620823	0.999994659	-3.84306706	1.752226705	1.40E-11	5.25E-11
ENSCJPG00005018734	9	20930509	20932121	protein_coding	GPR87	G protein-coupled receptor 87 [Source:NCBI gene;Acc:107318394]	2.540702395	-2.508111261	0.13728923	0.999994659	7.521836654	2.482373599	3.79E-05	8.13E-05
ENSCJPG00005018735	9	20944986	20945999	protein_coding	P2RY14	purinergic receptor P2Y14 [Source:NCBI gene;Acc:107318396]	0.455866994	1.467942791	0.305239663	0.999994659	-1.402342779	1.518699274	0.00532019	0.00863666
ENSCJPG00005018736	9	20949878	20950855	protein_coding	GPR171	G protein-coupled receptor 171 [Source:NCBI gene;Acc:107318397]	0.382267768	1.935323402	0.354738565	0.999994659	-2.178100854	1.895885255	1.67E-05	3.72E-05
ENSCJPG00005018737	9	20975354	20977752	protein_coding	CLRN1	clarin 1 [Source:HGNC Symbol;Acc:HGNC:12605]	0.133141471	1.121195959	0.778638727	0.999994659	3.066419246	1.204533976	9.41E-08	2.61E-07
ENSCJPG00005018738	9	20990470	20995161	protein_coding	SIAH2	siah E3 ubiquitin protein ligase 2 [Source:NCBI gene;Acc:107318398]	-0.009782031	4.557066216	0.965731313	0.999994659	2.606899175	7.13949993	1.00E-34	1.15E-33
ENSCJPG00005018739	9	20996936	21003525	protein_coding	ERICH6	glutamate rich 6 [Source:NCBI gene;Acc:107318385]	0.317066965	2.574853719	0.446672781	0.999994659	10.37336929	7.674411747	4.36237788066309e-310	3.23E-307
ENSCJPG00005018740	9	21001452	21005267	protein_coding			0.756042134	-0.998619458	0.444107172	0.999994659	3.000825357	-0.304328202	4.10E-06	9.72E-06
ENSCJPG00005018741	9	21010778	21014475	protein_coding	SELENOT	selenoprotein T [Source:NCBI gene;Acc:107318387]	0.004794883	6.690143083	0.981046256	0.999994659	-1.613411636	4.32362799	2.27E-11	8.38E-11
ENSCJPG00005018742	9	21014503	21014859	protein_coding			-0.11130514	3.157123448	0.783040359	0.999994659	-1.640015925	0.891142397	0.001272038	0.002254019
ENSCJPG00005018743	9	21015403	21026725	protein_coding	EIF2A	eukaryotic translation initiation factor 2A [Source:NCBI gene;Acc:107318384]	0.010103239	5.676594946	0.959345528	0.999994659	-0.067156261	6.667032391	0.734236387	0.771301094
ENSCJPG00005018744	9	21025959	21027307	protein_coding			-0.00055351	4.897647839	0.99806895	0.999994659	-0.680026382	4.971302043	0.007863625	0.012423597
ENSCJPG00005018745	9	21030999	21052090	protein_coding	TSC22D2	TSC22 domain family member 2 [Source:NCBI gene;Acc:107318383]	-0.027892926	6.112579063	0.884159978	0.999994659	1.166907333	7.432939988	2.55E-14	1.16E-13
ENSCJPG00005018746	9	21114983	21118558	protein_coding	PFN2	profilin 2 [Source:NCBI gene;Acc:107318404]	0.078219893	6.864591159	0.693405508	0.999994659	-0.898095799	6.387312543	1.63E-07	4.42E-07
ENSCJPG00005018747	9	21124602	21139034	protein_coding	RNF13	ring finger protein 13 [Source:NCBI gene;Acc:107318402]	0.047797752	7.283294182	0.840579626	0.999994659	1.780465431	7.639575025	1.91E-31	1.93E-30
ENSCJPG00005018748	9	21143840	21146399	protein_coding	COMMD2	COMM domain containing 2 [Source:NCBI gene;Acc:107318403]	-0.100739168	5.30345605	0.713082497	0.999994659	-0.895359583	5.667892556	0.001828433	0.003167504
ENSCJPG00005018749	9	21153545	21154588	lncRNA			-0.117748098	-0.377648945	0.90240573	0.999994659	-2.322598234	-0.362473468	0.005295568	0.008599595
ENSCJPG00005018750	9	21154599	21190015	protein_coding	WWTR1	WW domain containing transcription regulator 1 [Source:NCBI gene;Acc:107318380]	-0.433220251	4.452947073	0.299883773	0.999994659	-1.830591405	4.622085872	3.19E-16	1.62E-15
ENSCJPG00005018751	9	21196917	21201629	protein_coding	TM4SF4	transmembrane 4 L six family member 4 [Source:NCBI gene;Acc:107318382]	0.23858424	-0.283457086	0.723988196	0.999994659	-0.840840339	-1.527159004	0.331635189	0.382078082
ENSCJPG00005018752	9	21206201	21223126	protein_coding	TM4SF1	transmembrane 4 L six family member 1 [Source:HGNC Symbol;Acc:HGNC:11853]	-0.172153806	0.15785939	0.792354661	0.999994659	-2.228877046	-0.295447267	0.000673702	0.001241017
ENSCJPG00005018753	9	21227174	21235467	protein_coding	TM4SF18	transmembrane 4 L6 family member 1-like [Source:NCBI gene;Acc:107318381]	-0.318948871	3.047460505	0.383951408	0.999994659	-3.644148725	3.076452999	1.47E-21	9.76E-21
ENSCJPG00005018754	9	21235963	21251843	protein_coding	CP	ceruloplasmin [Source:NCBI gene;Acc:107318378]	-0.253771629	5.283928577	0.493781608	0.999994659	-5.416450515	7.545378387	1.77E-124	1.20E-122
ENSCJPG00005018756	9	21249329	21271517	protein_coding	HPS3	HPS3 biogenesis of lysosomal organelles complex 2 subunit 1 [Source:NCBI gene;Acc:107318379]	0.315069576	4.497394863	0.200067438	0.999994659	-1.904598226	5.48051839	4.27E-19	2.54E-18
ENSCJPG00005018758	9	21273558	21276970	protein_coding		tubulin alpha-3 chain [Source:NCBI gene;Acc:107318417]	-0.664605942	0.466636962	0.258108488	0.999994659	7.706945071	10.17669845	0	0
ENSCJPG00005018759	9	21284543	21298917	protein_coding	GYG1	glycogenin 1 [Source:NCBI gene;Acc:107318416]	-0.142333434	5.853648313	0.601806527	0.999994659	-2.446213601	5.536063666	1.71E-39	2.32E-38
ENSCJPG00005018760	10	7957	13353	protein_coding			-0.077059934	2.48605384	0.830996426	0.999994659	-0.582111012	1.940273677	0.241011736	0.286478057
ENSCJPG00005018761	10	17850	20904	protein_coding		zinc finger protein 664-like [Source:NCBI gene;Acc:107318438]	0.331938399	4.15161442	0.243464901	0.999994659	-0.424456815	4.252783357	0.162572027	0.20263792
ENSCJPG00005000045	10	22878	31862	protein_coding			-0.081808205	-0.390696482	0.887841067	0.999994659	0.070515234	0.445019975	0.907261607	0.922912326
ENSCJPG00005000065	10	26567	29250	protein_coding			0.230490658	2.722636823	0.517536019	0.999994659	0.248108378	2.557870412	0.58649563	0.633308543
ENSCJPG00005000074	10	44143	49104	protein_coding			-0.832946828	-1.274956299	0.498145848	0.999994659	1.672133935	-0.852814977	0.096910534	0.126057792
ENSCJPG00005000080	10	54540	57860	lncRNA			-1.242481367	-0.146827292	0.121754451	0.999994659	3.810250169	4.485864817	1.88E-42	2.81E-41
ENSCJPG00005000091	10	102439	108392	protein_coding		26S proteasome non-ATPase regulatory subunit 8-like [Source:NCBI gene;Acc:107318444]	0.092239251	4.680771134	0.713287599	0.999994659	1.639176273	4.450795342	4.34E-12	1.69E-11
ENSCJPG00005000096	10	113625	114653	protein_coding			-0.066066396	2.305196647	0.906583782	0.999994659	1.184212864	1.578327354	0.004185471	0.006898277
ENSCJPG00005000102	10	128056	130884	protein_coding			-2.032844832	-2.603147041	0.211711767	0.999994659	1.649990708	-2.534769107	0.226083942	0.270692433
ENSCJPG00005000109	10	149837	151248	lncRNA			-0.286139461	-2.298526176	0.83634374	0.999994659	-3.280009797	-1.125591284	0.00011417	0.000232033
ENSCJPG00005000114	10	222360	225945	protein_coding			-2.032844832	-2.603147041	0.211711767	0.999994659	4.642171322	-0.157652207	4.41E-11	1.60E-10
ENSCJPG00005000123	10	245761	246896	lncRNA			-0.120678171	0.143437086	0.799527568	0.999994659	9.466812086	5.184352202	8.66E-125	5.94E-123
ENSCJPG00005000124	10	251681	253333	lncRNA			-0.388095875	-1.267077061	0.641872439	0.999994659	5.74746165	0.836456986	3.01E-12	1.18E-11
ENSCJPG00005000128	10	265187	270448	protein_coding			1.010309738	-1.27851727	0.215139962	0.999994659	2.313535304	-0.512775799	0.004702785	0.007695467
ENSCJPG00005000149	10	274621	276861	protein_coding			-0.623196371	-2.236312143	0.631805615	0.999994659	2.046309387	-2.835264171	0.20031994	0.243746474
ENSCJPG00005000156	10	282063	288742	protein_coding		mitotic-spindle organizing protein 2-like [Source:NCBI gene;Acc:107318614]	0.013757631	4.800816681	0.951764926	0.999994659	0.140084639	3.765413192	0.573453979	0.620445705
ENSCJPG00005000161	10	295478	307538	protein_coding	SHF	Src homology 2 domain containing F [Source:NCBI gene;Acc:107318613]	-0.606259561	6.13001765	0.213465025	0.999994659	-0.704391748	3.850904287	0.003678701	0.006107553
ENSCJPG00005000190	10	316478	322459	protein_coding		sodium/nucleoside cotransporter 1-like [Source:NCBI gene;Acc:107318638]	-0.550049124	1.13044588	0.62582739	0.999994659	-0.821161084	0.989674103	0.085598175	0.112469367
